ID,oneway,coords
136538493,yes,"[(-15.7708407, -55.6542867), (-15.7710317, -55.6542465), (-15.7712718, -55.6541982), (-15.7715002, -55.6541701), (-15.7718378, -55.6541619), (-15.7723328, -55.6542144), (-15.7776719, -55.6549399), (-15.7808015, -55.6553784), (-15.78131, -55.6554669), (-15.7816894, -55.6555621), (-15.7820365, -55.6556614), (-15.7823166, -55.6557512), (-15.7825876, -55.6558679), (-15.7832638, -55.6562135), (-15.7851455, -55.6572841), (-15.7884014, -55.6590705), (-15.7920368, -55.6610727), (-15.7924149, -55.6612672), (-15.7926936, -55.6613664), (-15.7929646, -55.6614415), (-15.793215, -55.6614724), (-15.7934769, -55.6614764), (-15.7937208, -55.6614684), (-15.7939583, -55.6614429), (-15.7946213, -55.661318), (-15.7957417, -55.6611063), (-15.7959882, -55.6610727), (-15.7962102, -55.661058), (-15.7964218, -55.6610607), (-15.7984888, -55.6611401), (-15.7990479, -55.6611814), (-15.7993059, -55.661172), (-15.7995227, -55.6611425), (-15.7997653, -55.6610781), (-15.7999563, -55.6610017), (-15.8001202, -55.6609158), (-15.8003396, -55.660767), (-15.8005435, -55.6605819), (-15.8007241, -55.6603941), (-15.8008661, -55.6601688), (-15.8009822, -55.659906), (-15.801079, -55.6596458), (-15.8011249, -55.6593584), (-15.8011396, -55.6590678), (-15.8011242, -55.6586815), (-15.8010725, -55.6581451), (-15.8010713, -55.6578594), (-15.8010893, -55.6576395), (-15.8011371, -55.657378), (-15.8012158, -55.6571111), (-15.8013371, -55.6568147), (-15.8014661, -55.6565358), (-15.8018997, -55.6556922)]"
137530664,no,"[(-11.8641459, -55.4959888), (-11.8635999, -55.4958446), (-11.8626379, -55.4955912), (-11.8608648, -55.4951285)]"
137530666,yes,"[(-11.8300698, -55.4869598), (-11.8298001, -55.486884), (-11.8294692, -55.4868121), (-11.8291558, -55.4867598), (-11.8282984, -55.4865908), (-11.8276244, -55.48641), (-11.8268657, -55.4861592), (-11.826273, -55.4859728), (-11.8257972, -55.4858628), (-11.825263, -55.4858011), (-11.8247103, -55.4857193)]"
137530668,yes,"[(-11.8815052, -55.5005774), (-11.8816948, -55.5006464), (-11.8819475, -55.5007584), (-11.8821365, -55.5008724), (-11.88229, -55.5009395), (-11.8824409, -55.500977), (-11.882647, -55.5010039), (-11.8828504, -55.5009985), (-11.8832165, -55.5010173), (-11.8843065, -55.5012929), (-11.8847048, -55.5013566)]"
137530669,yes,"[(-11.8296714, -55.487159), (-11.8297686, -55.4871315), (-11.8298066, -55.4870859), (-11.8298302, -55.48702), (-11.8298237, -55.4869545), (-11.8298001, -55.486884)]"
137530671,yes,"[(-11.8247103, -55.4857193), (-11.8251908, -55.485891), (-11.8258103, -55.4861632), (-11.8261359, -55.4862343), (-11.8267974, -55.4863845), (-11.8271584, -55.4864274), (-11.8275863, -55.486524), (-11.8282518, -55.4867063), (-11.8283148, -55.4867224)]"
137530673,yes,"[(-12.5248175, -55.7020277), (-12.5252219, -55.7022962), (-12.525469, -55.7024573), (-12.5261729, -55.7029789), (-12.5263826, -55.7031323), (-12.5264556, -55.7031718), (-12.5274938, -55.7037264), (-12.5276907, -55.703827), (-12.5277605, -55.7038611), (-12.5285617, -55.7041833), (-12.5288238, -55.7042676), (-12.5296329, -55.7046322), (-12.5300662, -55.7047904), (-12.5308362, -55.7050757), (-12.5319437, -55.7054244), (-12.532627, -55.7055518), (-12.5333628, -55.7056685), (-12.5340577, -55.7057576), (-12.5352539, -55.7059296)]"
137530674,yes,"[(-11.8788923, -55.4997781), (-11.8784933, -55.4996038), (-11.8781495, -55.4995072), (-11.8777662, -55.4994348), (-11.8775116, -55.4994026), (-11.8772072, -55.499357), (-11.8769447, -55.4992926), (-11.8762548, -55.4991085), (-11.8736768, -55.4984477), (-11.8730442, -55.4982117), (-11.8726426, -55.4980803), (-11.8720468, -55.4979166), (-11.8716977, -55.4978389), (-11.8713144, -55.4977798), (-11.8710126, -55.4977443), (-11.869534, -55.4974038)]"
137530675,yes,"[(-11.8720468, -55.4979166), (-11.8719431, -55.4979488), (-11.8719024, -55.4980172), (-11.8718945, -55.4981031), (-11.8719352, -55.4981782)]"
137530676,yes,"[(-11.826273, -55.4859728), (-11.8261601, -55.4859922), (-11.8260906, -55.4860532), (-11.8260807, -55.4861391), (-11.8261083, -55.486194), (-11.8261359, -55.4862343)]"
137530677,yes,"[(-11.8687774, -55.4972099), (-11.8671849, -55.4967301), (-11.8669316, -55.4966077), (-11.8667141, -55.4964663), (-11.8665196, -55.4963873), (-11.8663681, -55.4963558), (-11.8662771, -55.4963563), (-11.8660148, -55.496365), (-11.8656382, -55.4963502), (-11.8641459, -55.4959888)]"
137530678,yes,"[(-11.869534, -55.4974038), (-11.8711753, -55.4979005), (-11.8713696, -55.4979891), (-11.8716613, -55.498101), (-11.8719352, -55.4981782), (-11.8723552, -55.498264), (-11.8725991, -55.4982837), (-11.8727857, -55.4983069), (-11.8730967, -55.4983833), (-11.8737359, -55.4985483), (-11.8761829, -55.4991882), (-11.8766179, -55.4993033), (-11.8770667, -55.499467), (-11.8773476, -55.4995756), (-11.8780494, -55.4997697), (-11.8783411, -55.4998331), (-11.878782, -55.4999015), (-11.8791797, -55.4999636), (-11.8802506, -55.5002368), (-11.8812534, -55.5005074), (-11.8815052, -55.5005774)]"
137530680,yes,"[(-11.8780494, -55.4997697), (-11.8781342, -55.4997124), (-11.8781722, -55.4996633), (-11.8781765, -55.4995981), (-11.8781495, -55.4995072)]"
137530682,yes,"[(-11.8847048, -55.5013566), (-11.884294, -55.5012091), (-11.88321, -55.5009127), (-11.8829094, -55.5007625), (-11.8827205, -55.5006431), (-11.8825656, -55.500564), (-11.8824107, -55.5005385), (-11.8822139, -55.5005157), (-11.882021, -55.5005224), (-11.881729, -55.5005229), (-11.8815328, -55.5004964), (-11.8812848, -55.500439), (-11.8802519, -55.5001536), (-11.8792099, -55.499872), (-11.8790471, -55.4998264), (-11.8788923, -55.4997781)]"
137530683,no,"[(-11.8561438, -55.4939041), (-11.8553681, -55.4936975), (-11.8530036, -55.4930826), (-11.85074, -55.4925326)]"
137530684,no,"[(-11.869534, -55.4974038), (-11.8687774, -55.4972099)]"
137530686,yes,"[(-11.8641459, -55.4959888), (-11.8644025, -55.4961048), (-11.8657602, -55.4964843), (-11.8659558, -55.4966104), (-11.8661347, -55.4967145), (-11.866307, -55.4967956), (-11.8664878, -55.496846), (-11.8665659, -55.4968472), (-11.8666427, -55.4968484), (-11.8668597, -55.4968329), (-11.8671283, -55.4968403), (-11.8687774, -55.4972099)]"
137530687,no,"[(-11.8585295, -55.494512), (-11.8582034, -55.4944339)]"
142682975,no,"[(-12.6745664, -55.7943289), (-12.6727145, -55.7938696)]"
155042142,yes,"[(-11.882021, -55.5005224), (-11.8819514, -55.5005841), (-11.8819239, -55.5006297), (-11.8819225, -55.5006967), (-11.8819475, -55.5007584)]"
155042144,yes,"[(-11.8660148, -55.496365), (-11.8659901, -55.4963979), (-11.8659676, -55.496428), (-11.8659505, -55.4964884), (-11.8659505, -55.4965407), (-11.8659558, -55.4966104)]"
155042147,yes,"[(-11.8668597, -55.4968329), (-11.8669244, -55.4967546), (-11.8669441, -55.4966902), (-11.8669316, -55.4966077)]"
155042150,yes,"[(-11.8828504, -55.5009985), (-11.8828996, -55.5009559), (-11.8829176, -55.5008999), (-11.8829219, -55.500849), (-11.8829094, -55.5007625)]"
160831870,yes,"[(-16.4450242, -54.6697927), (-16.4429024, -54.6728325), (-16.441163, -54.6754165), (-16.4404457, -54.6764419), (-16.4397156, -54.6774104), (-16.4390177, -54.6784534), (-16.4386182, -54.6790162), (-16.4383156, -54.679543), (-16.4380809, -54.6798868), (-16.4379159, -54.6801105), (-16.4376704, -54.6803643), (-16.4375255, -54.6804906), (-16.4374999, -54.6805187), (-16.4373695, -54.6806621), (-16.4367961, -54.6815448), (-16.4365604, -54.6818531), (-16.4362409, -54.682312), (-16.4360192, -54.6826261), (-16.4359242, -54.6828172), (-16.4358543, -54.6830072), (-16.435806, -54.6831246), (-16.4357186, -54.6832915), (-16.4312566, -54.6898142), (-16.428792, -54.6933746), (-16.4286356, -54.6935778), (-16.428585, -54.6936436), (-16.4283415, -54.6939057), (-16.4280754, -54.6941439), (-16.4278872, -54.6943917), (-16.427738, -54.6946076), (-16.427707, -54.6946524), (-16.4274211, -54.6950661), (-16.4270222, -54.6956434), (-16.4266205, -54.6962247), (-16.4265593, -54.6963133), (-16.4264046, -54.6965371), (-16.4262364, -54.6968532), (-16.4260528, -54.6972484), (-16.4247963, -54.6991119), (-16.4244155, -54.699584), (-16.4238096, -54.7001807), (-16.4226075, -54.7012489), (-16.420968, -54.7027503), (-16.4207454, -54.7028965), (-16.4204663, -54.7030225), (-16.4201974, -54.7032049), (-16.4198743, -54.7035644), (-16.4198111, -54.7036207), (-16.4189263, -54.7044084), (-16.4188418, -54.7044836), (-16.4175298, -54.7056772)]"
160831874,yes,"[(-16.4904981, -54.6461616), (-16.4899955, -54.6465282), (-16.4898982, -54.6465961), (-16.4897612, -54.6466927), (-16.4896151, -54.6467848), (-16.4893488, -54.6469469), (-16.4890802, -54.6471065), (-16.4886592, -54.6473123), (-16.4883097, -54.6474617)]"
160831881,yes,"[(-16.4493332, -54.6657221), (-16.4503806, -54.6651846), (-16.4509465, -54.6649432), (-16.4515215, -54.6646706), (-16.4519974, -54.6644382), (-16.4531237, -54.6639026), (-16.4538122, -54.6635914), (-16.4544753, -54.6632917), (-16.4553319, -54.6629927), (-16.4557021, -54.6628221), (-16.4560825, -54.6626606), (-16.4570997, -54.6621765), (-16.4572805, -54.6620903), (-16.4576076, -54.6619309), (-16.4580702, -54.661647), (-16.4583053, -54.6615084), (-16.4598376, -54.6608189), (-16.4607043, -54.660409), (-16.4608939, -54.6603153), (-16.4612398, -54.6601542), (-16.4621235, -54.6597328), (-16.4623062, -54.6596504), (-16.4630554, -54.6593015), (-16.4636959, -54.6590044), (-16.4640831, -54.6588253), (-16.4647939, -54.6584672), (-16.4654852, -54.6581799), (-16.4661971, -54.6578454), (-16.4668583, -54.6575466), (-16.4688094, -54.6566479), (-16.4696288, -54.6562774), (-16.4702757, -54.6559762), (-16.4705601, -54.6558492), (-16.4710771, -54.6556252), (-16.4716234, -54.6553648), (-16.4720791, -54.6551492), (-16.472258, -54.6550537)]"
160915356,yes,"[(-17.3993851, -54.7582975), (-17.4001311, -54.7581808), (-17.4009079, -54.7580534), (-17.4015465, -54.7579086), (-17.402825, -54.7575693), (-17.4034943, -54.7573949), (-17.4040151, -54.7572246), (-17.4051809, -54.7568437), (-17.4100603, -54.7551835), (-17.4148053, -54.7535875), (-17.416392, -54.7530377), (-17.4242538, -54.7503608), (-17.4288116, -54.7488052), (-17.4321102, -54.7476921), (-17.4330442, -54.7474051), (-17.4347511, -54.7467935), (-17.4354105, -54.7465921), (-17.4358828, -54.7464639), (-17.4363837, -54.7463349), (-17.4366652, -54.7462651), (-17.4369766, -54.7461957), (-17.437548, -54.7460774), (-17.4381276, -54.7459655), (-17.4387456, -54.7458655), (-17.4394047, -54.7457802), (-17.4403153, -54.7456796), (-17.4408977, -54.7456294), (-17.4415266, -54.7456052), (-17.4423025, -54.7455758), (-17.4426556, -54.7455597), (-17.4430211, -54.7455553), (-17.4434873, -54.7455597), (-17.4439427, -54.7455785), (-17.4444264, -54.7455999), (-17.4448871, -54.7456277), (-17.445739, -54.7456858), (-17.4465783, -54.745743), (-17.4470722, -54.745785), (-17.4476069, -54.7458304), (-17.4482339, -54.7458708), (-17.4488625, -54.7458929), (-17.4497921, -54.7458849), (-17.4501137, -54.7458867), (-17.4506622, -54.7458789), (-17.4512948, -54.7458441), (-17.4518673, -54.745793), (-17.4523946, -54.7457356), (-17.4535228, -54.7455731), (-17.4545492, -54.7453909), (-17.4562424, -54.7450776), (-17.4575404, -54.7448437), (-17.4577344, -54.7448087), (-17.4579228, -54.7447735), (-17.4598914, -54.7444063), (-17.4623553, -54.7439316), (-17.4643664, -54.7435427), (-17.4662776, -54.7431779), (-17.4711362, -54.7422525), (-17.4735744, -54.7417858), (-17.4762403, -54.7412816), (-17.4782563, -54.7408927), (-17.4793436, -54.7406888), (-17.4803507, -54.7405054)]"
160915369,no,"[(-17.5211411, -54.7397917), (-17.5196749, -54.7398045)]"
161564222,yes,"[(-15.7718314, -55.6537945), (-15.7699979, -55.654331), (-15.7672321, -55.6552), (-15.7658731, -55.6556091)]"
161564223,yes,"[(-15.8110157, -55.5401834), (-15.8105301, -55.5404715), (-15.8101445, -55.5407232), (-15.8097011, -55.5409446), (-15.8090705, -55.5413069), (-15.8086179, -55.5415669), (-15.80714, -55.5424547), (-15.8062781, -55.5429643), (-15.8056484, -55.543286), (-15.8050472, -55.543562), (-15.8044875, -55.5437916), (-15.803844, -55.5440878), (-15.803465, -55.544292), (-15.8031224, -55.5445143), (-15.8028753, -55.5446842), (-15.8025256, -55.5449787), (-15.8022112, -55.5452692), (-15.8018287, -55.5456257), (-15.8015629, -55.5458745), (-15.8013116, -55.5460933), (-15.8001549, -55.5470642), (-15.799772, -55.5473627), (-15.7995244, -55.5475228), (-15.7992068, -55.5477122), (-15.7988468, -55.5478691), (-15.7984994, -55.5479693), (-15.7981421, -55.5480259), (-15.7976316, -55.5480422), (-15.7970204, -55.5480057), (-15.7962987, -55.5479062), (-15.7953256, -55.5477475), (-15.7947291, -55.5477016), (-15.7943388, -55.5477399), (-15.7941144, -55.547787), (-15.7938766, -55.5478411), (-15.7935688, -55.5479847), (-15.7932947, -55.5481447), (-15.7930846, -55.5483341), (-15.7928867, -55.548571), (-15.792655, -55.548885), (-15.7924959, -55.5492316), (-15.7923891, -55.5496106), (-15.7923499, -55.5499897), (-15.7923823, -55.5504253), (-15.7924773, -55.5508505), (-15.7926372, -55.5513918), (-15.7929143, -55.552167), (-15.7929737, -55.5523279), (-15.793073, -55.5524875), (-15.793193, -55.5526364), (-15.7933584, -55.5527831), (-15.7935828, -55.5529341), (-15.7938062, -55.5530495), (-15.7942428, -55.5532594), (-15.7950642, -55.553655), (-15.7954394, -55.5538708), (-15.7955856, -55.5539802), (-15.7957403, -55.5541369), (-15.7961826, -55.5546772), (-15.796604, -55.555272), (-15.7967521, -55.555509), (-15.7968804, -55.5557681), (-15.796938, -55.5559355), (-15.7969715, -55.5560857), (-15.7969947, -55.5563167), (-15.7969844, -55.5569527), (-15.7969742, -55.5574292), (-15.7969638, -55.5577272), (-15.7969361, -55.5580778), (-15.7969122, -55.5583575), (-15.7968599, -55.558672), (-15.7967594, -55.55915), (-15.7965486, -55.559978), (-15.7964164, -55.5605376), (-15.7961357, -55.5617337), (-15.7959534, -55.5625334), (-15.7957564, -55.5633922), (-15.7952727, -55.5655056), (-15.7951165, -55.5661468), (-15.7949915, -55.5665473), (-15.79489, -55.5668233), (-15.7948079, -55.5670203), (-15.7946752, -55.5672611), (-15.7942664, -55.5678401), (-15.7938133, -55.5684706), (-15.7936763, -55.5686606), (-15.7935456, -55.5688462), (-15.7934296, -55.5690203), (-15.7933148, -55.5692448), (-15.7932187, -55.5694465), (-15.7931451, -55.5696493), (-15.7931248, -55.5698082), (-15.7931193, -55.5699957), (-15.7931303, -55.5702253), (-15.7931515, -55.5704247), (-15.7932129, -55.5706963), (-15.7932976, -55.5710024), (-15.7934817, -55.5716262), (-15.7938212, -55.5728951), (-15.7938586, -55.5731055), (-15.793877, -55.573337), (-15.7938844, -55.573513), (-15.7938938, -55.5737289), (-15.7938821, -55.5741104), (-15.793824, -55.5749455), (-15.7937567, -55.5757683), (-15.7937319, -55.5761036), (-15.7937228, -55.5762768), (-15.79371, -55.5765225), (-15.7936665, -55.5771877), (-15.7936039, -55.577611), (-15.7935647, -55.5777955), (-15.7935048, -55.5779777), (-15.7934124, -55.5781965), (-15.7929172, -55.5793784), (-15.7928001, -55.5796517), (-15.7927454, -55.5798086), (-15.7927141, -55.5799641), (-15.7927036, -55.5801566), (-15.7927147, -55.580348), (-15.7927552, -55.5805718), (-15.7928178, -55.5807632), (-15.7929039, -55.5809454), (-15.7929905, -55.5810717), (-15.7931153, -55.5812387), (-15.7932624, -55.5813902), (-15.7935648, -55.5817544), (-15.7936753, -55.5818902), (-15.7937894, -55.5820739), (-15.7938706, -55.5822628), (-15.7939201, -55.5824468), (-15.7939617, -55.5826606), (-15.793976, -55.5828743), (-15.7939591, -55.5830921), (-15.7939109, -55.5833103), (-15.7938297, -55.5836465), (-15.7935355, -55.5848432), (-15.7934804, -55.5850973), (-15.7934673, -55.5852813), (-15.7934799, -55.5855253), (-15.7935113, -55.585754), (-15.7936004, -55.5861353), (-15.7936578, -55.5863154), (-15.7937221, -55.5864617), (-15.7937806, -55.5865915), (-15.7939298, -55.5868995), (-15.7940984, -55.5871907), (-15.794334, -55.5875676), (-15.7947219, -55.5882244), (-15.7949502, -55.5886721), (-15.7950462, -55.5888784), (-15.7951564, -55.5891389), (-15.795299, -55.5895441), (-15.7954439, -55.5900558), (-15.7961486, -55.5921873), (-15.796218, -55.5923973), (-15.7963719, -55.5928762), (-15.7964034, -55.5929742), (-15.7964973, -55.5933511), (-15.7965414, -55.5935788), (-15.7965984, -55.5939277), (-15.7966505, -55.5944255), (-15.7966792, -55.5952292), (-15.7967104, -55.5964354), (-15.7967776, -55.598238), (-15.7968439, -55.5994511), (-15.7969093, -55.6018922), (-15.7969519, -55.6029935), (-15.7969644, -55.6040413), (-15.7969391, -55.6045869), (-15.796818, -55.6052086), (-15.7966703, -55.6056058), (-15.796437, -55.606005), (-15.7961959, -55.6063683), (-15.7958557, -55.6067432), (-15.7955096, -55.6070585), (-15.7951602, -55.6073126), (-15.7947348, -55.6075285), (-15.7943806, -55.6076632), (-15.7940331, -55.6077709), (-15.7939058, -55.60779), (-15.7936342, -55.6078308), (-15.793247, -55.6078545), (-15.7927708, -55.6078341), (-15.7901746, -55.6075026), (-15.7895134, -55.6074529), (-15.7888587, -55.6074496), (-15.7882516, -55.6074983), (-15.7874197, -55.6076369), (-15.7869345, -55.607748), (-15.7863539, -55.6079196), (-15.7856912, -55.60817), (-15.7849433, -55.6085473), (-15.7843456, -55.6089023), (-15.7837684, -55.6093211), (-15.7751647, -55.6162062), (-15.7748879, -55.6164577), (-15.7746517, -55.6167606), (-15.7745189, -55.6169969), (-15.7744235, -55.6172508), (-15.7743608, -55.6175053), (-15.7743315, -55.6177255), (-15.7743512, -55.6180752), (-15.774377, -55.6182647), (-15.774424, -55.6184499), (-15.7745386, -55.6187625), (-15.7748694, -55.619534), (-15.7749216, -55.6196809), (-15.7749651, -55.6198642), (-15.7750014, -55.6201739), (-15.7749863, -55.6204987), (-15.7749135, -55.6208342), (-15.7747673, -55.621182), (-15.7746583, -55.6213573), (-15.7744998, -55.6215883), (-15.773935, -55.6223635), (-15.7738324, -55.6225321), (-15.773767, -55.6227081), (-15.7737061, -55.6229557), (-15.7736704, -55.6232645), (-15.7736757, -55.6235313), (-15.7737092, -55.6238236), (-15.7738075, -55.6241311), (-15.7739527, -55.6244349), (-15.7741456, -55.6247175), (-15.776681, -55.6278064), (-15.777144, -55.6284939), (-15.777467, -55.629075), (-15.7776537, -55.6295052), (-15.778213, -55.631419), (-15.7782903, -55.6318637), (-15.7782984, -55.6323195), (-15.7782556, -55.632679), (-15.7781687, -55.6329417), (-15.7780739, -55.6331482), (-15.7778955, -55.6334677), (-15.7776912, -55.6337327), (-15.7774583, -55.6339443), (-15.7772231, -55.6341271), (-15.777008, -55.6342487), (-15.7754306, -55.6348717), (-15.7751419, -55.6350375), (-15.7747856, -55.6352888), (-15.7745299, -55.6355755), (-15.7743951, -55.6357795), (-15.7742785, -55.6359969), (-15.7741891, -55.6362297), (-15.7741054, -55.6365497), (-15.7740761, -55.6369011), (-15.7740887, -55.6372297), (-15.7741392, -55.6375513), (-15.7768278, -55.6484408), (-15.7769588, -55.649013), (-15.7770279, -55.6495191), (-15.777033, -55.6498437), (-15.7770124, -55.6501682), (-15.776953, -55.6504807), (-15.7768807, -55.6507623), (-15.7767956, -55.6509849), (-15.7766329, -55.6513645), (-15.7764123, -55.6517011), (-15.7762625, -55.6518902), (-15.7761154, -55.6520619), (-15.7759214, -55.6522585), (-15.7756418, -55.6524816), (-15.7752894, -55.6526975), (-15.7747284, -55.6529216), (-15.772161, -55.653694), (-15.7718314, -55.6537945)]"
161648905,yes,"[(-15.63971, -56.0277883), (-15.6396531, -56.0273354), (-15.6396243, -56.0271581), (-15.6395946, -56.0270306), (-15.6395565, -56.0268985), (-15.6395177, -56.0267705), (-15.6394867, -56.0266632), (-15.6394674, -56.0265847), (-15.6394583, -56.026517), (-15.6394583, -56.0264887), (-15.6394583, -56.0264567), (-15.6394635, -56.0263842), (-15.6394704, -56.0263475), (-15.6394796, -56.0262984), (-15.6395009, -56.0262045), (-15.6395473, -56.0260691)]"
161768525,yes,"[(-15.6203738, -56.1204343), (-15.6204343, -56.1202596), (-15.6204469, -56.1202394), (-15.6205804, -56.1200255), (-15.620762, -56.1198582), (-15.6215237, -56.1191738), (-15.6218889, -56.1188456), (-15.6222874, -56.1184876), (-15.6224978, -56.1182986), (-15.6234606, -56.1174336)]"
161768526,yes,"[(-15.6245232, -56.1164558), (-15.6249805, -56.1160358), (-15.6251973, -56.1158288), (-15.6256057, -56.1154571)]"
161768527,yes,"[(-15.6234606, -56.1174336), (-15.6245232, -56.1164558)]"
